Flight_No,Serial_Number,Booster_Version,Date,Time,Customer,Orbit,Payload_Mass,Launchsite,Launchoutcome,Landing,Longitude,Latitude,Reused,FlightCount,Block,GridFins,Legs,Day,Month,Year,Serial_Number_Encoded,Orbit_Encoded,Booster_Version_Encoded,Launchsite_Encoded,Block_Encoded,Reused_Encoded,marker_color
3,B0005,F9 v1.0,2012-05-22,07:44:00,NASA,LEO,525.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.0,0.0,0.0,1,5,2012,0,5,3,0,3,0,green
4,B0006,F9 v1.0,2012-10-08,00:35:00,NASA,LEO,4700.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.0,0.0,0.0,0,10,2012,1,5,3,0,3,0,green
5,B0007,F9 v1.0,2013-03-01,15:10:00,NASA,LEO,4877.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.0,0.0,0.0,4,3,2013,2,5,3,0,3,0,green
6,B1003,F9 v1.1,2013-09-29,16:00:00,MDA,Polar orbit LEO,500.0,"Vandenberg, SLC-4E",1,0,-120.610829,34.632093,False,1,v1.1,0.0,0.0,6,9,2013,3,9,4,2,4,0,green
7,B1004,F9 v1.1,2013-12-03,22:41:00,SES,GTO,3170.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,0.0,1,12,2013,4,2,4,0,4,0,green
8,B1005,F9 v1.1,2014-01-06,22:06:00,Thaicom,GTO,3325.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,0.0,0,1,2014,5,2,4,0,4,0,green
9,B1006,F9 v1.1,2014-04-18,19:25:00,NASA,LEO,2296.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,1.0,4,4,2014,6,5,4,0,4,0,green
10,B1007,F9 v1.1,2014-07-14,15:15:00,Orbcomm,LEO,1316.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,1.0,0,7,2014,7,5,4,0,4,0,green
11,B1008,F9 v1.1,2014-08-05,08:00:00,AsiaSat,GTO,4535.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,0.0,1,8,2014,8,2,4,0,4,0,green
12,B1011,F9 v1.1,2014-09-07,05:00:00,AsiaSat,GTO,4428.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,0.0,6,9,2014,10,2,4,0,4,0,green
13,B1010,F9 v1.1,2014-09-21,05:52:00,NASA,LEO,2216.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,0.0,6,9,2014,9,5,4,0,4,0,green
14,B1012,F9 v1.1,2015-01-10,09:47:00,NASA,LEO,2395.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,1.0,1.0,5,1,2015,11,5,4,0,4,0,green
15,B1013,F9 v1.1,2015-02-11,23:03:00,"USAF
NASA
NOAA",Sun–Earth L1 insertion,570.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,1.0,1.0,2,2,2015,12,13,4,0,4,0,green
16,B1014,F9 v1.1,2015-03-02,03:50:00,"ABS
Eutelsat",GTO,4159.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,0.0,0,3,2015,13,2,4,0,4,0,green
17,B1015,F9 v1.1,2015-04-14,20:10:00,NASA,LEO,1898.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,1.0,1.0,1,4,2015,14,5,4,0,4,0,green
18,B1016,F9 v1.1,2015-04-27,23:03:00,Turkmenistan NationalSpace Agency,GTO,4707.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,v1.1,0.0,0.0,0,4,2015,15,2,4,0,4,0,green
19,B1018,F9 v1.1,2015-06-28,14:21:00,NASA,LEO,1952.0,"Cape Canaveral, SLC-40",0,0,-80.577366,28.561857,False,1,v1.1,1.0,1.0,6,6,2015,17,5,4,0,4,0,red
20,B1019,F9 FT,2015-12-22,01:29:00,Orbcomm,LEO,2034.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,False,1,FT,1.0,1.0,1,12,2015,18,5,2,0,2,0,green
21,B1017,F9 v1.1,2016-01-17,18:42:00,"NASA 
NOAA
CNES",LEO,553.0,"Vandenberg, SLC-4E",1,0,-120.610829,34.632093,False,1,v1.1,1.0,1.0,6,1,2016,16,5,4,2,4,0,green
22,B1020,F9 FT,2016-03-04,23:35:00,SES,GTO,5271.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,FT,1.0,1.0,4,3,2016,19,2,2,0,2,0,green
23,B1021,F9 FT,2016-04-08,20:43:00,NASA,LEO,3136.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,FT,1.0,1.0,4,4,2016,20,5,2,0,2,1,green
24,B1022,F9 FT,2016-05-06,05:21:00,SKY Perfect JSAT Group,GTO,4696.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,False,1,FT,1.0,1.0,4,5,2016,21,2,2,0,2,0,green
25,B1023,F9 FT,2016-05-27,21:39:00,Thaicom,GTO,3100.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,FT,1.0,1.0,4,5,2016,22,2,2,0,2,1,green
26,B1024,F9 FT,2016-06-15,14:29:00,"ABS
Eutelsat",GTO,3600.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,FT,1.0,1.0,2,6,2016,23,2,2,0,2,0,green
27,B1025,F9 FT,2016-07-18,04:45:00,NASA,LEO,2257.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,FT,1.0,1.0,0,7,2016,24,5,2,0,2,1,green
28,B1026,F9 FT,2016-08-14,05:26:00,SKY Perfect JSAT Group,GTO,4600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,False,1,FT,1.0,1.0,6,8,2016,25,2,2,0,2,0,green
29,B1029,F9 FT,2017-01-14,17:54:00,Iridium Communications,Polar LEO,9600.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,1,FT,1.0,1.0,5,1,2017,26,8,2,2,2,1,green
30,B1031,F9 FT,2017-02-19,14:39:00,NASA,LEO,2490.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,FT,1.0,1.0,6,2,2017,28,5,2,1,2,1,green
31,B1030,F9 FT,2017-03-16,06:00:00,EchoStar,GTO,5600.0,"Kennedy, LC‑39A",1,0,-80.603956,28.608058,False,1,FT,0.0,0.0,3,3,2017,27,2,2,1,2,0,green
32,B1021,F9 FT,2017-03-30,22:27:00,SES,GTO,5300.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,2,FT,1.0,1.0,3,3,2017,20,2,2,1,2,1,green
34,B1034,F9 FT,2017-05-15,23:21:00,Inmarsat,GTO,6070.0,"Kennedy, LC‑39A",1,0,-80.603956,28.608058,True,1,FT,0.0,0.0,0,5,2017,30,2,2,1,2,1,green
35,B1035,F9 FT,2017-06-03,21:07:00,NASA,LEO,2708.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,FT,1.0,1.0,5,6,2017,31,5,2,1,2,1,green
36,B1029,F9 FT,2017-06-23,19:10:00,Bulsatcom,GTO,3669.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,2,FT,1.0,1.0,4,6,2017,26,2,2,1,2,1,green
37,B1036,F9 FT,2017-06-25,20:25:00,Iridium Communications,LEO,9600.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,1,FT,1.0,1.0,6,6,2017,32,5,2,2,2,1,green
38,B1037,F9 FT,2017-07-05,23:38:00,Intelsat,GTO,6761.0,"Kennedy, LC‑39A",1,0,-80.603956,28.608058,True,1,FT,0.0,0.0,2,7,2017,33,2,2,1,2,1,green
39,B1039,F9 B4,2017-08-14,16:31:00,NASA,LEO,3310.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B4,1.0,1.0,0,8,2017,35,5,0,1,0,1,green
40,B1038,F9 FT,2017-08-24,18:51:00,NSPO,SSO,475.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,1,FT,1.0,1.0,3,8,2017,34,11,2,2,2,1,green
41,B1040,F9 B4,2017-09-07,14:00:00,USAF,LEO,4990.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B4,1.0,1.0,3,9,2017,36,5,0,1,0,1,green
42,B1041,F9 B4,2017-10-09,12:37:00,Iridium Communications,Polar LEO,9600.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,1,B4,1.0,1.0,0,10,2017,37,8,0,2,0,1,green
43,B1031,F9 FT,2017-10-11,22:53:00,"SES S.A.
EchoStar",GTO,5400.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,2,FT,1.0,1.0,2,10,2017,28,2,2,1,2,1,green
44,B1042,F9 B4,2017-10-30,19:34:00,KT Corporation,GTO,3500.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B4,1.0,1.0,0,10,2017,38,2,0,1,0,1,green
45,B1035,F9 FT,2017-12-15,15:36:00,NASA,LEO,2205.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,FT,1.0,1.0,4,12,2017,31,5,2,0,2,1,green
46,B1036,F9 FT,2017-12-23,01:27:00,Iridium Communications,Polar LEO,9600.0,"Vandenberg, SLC-4E",1,0,-120.610829,34.632093,True,2,FT,1.0,0.0,5,12,2017,32,8,2,2,2,1,green
48,B1032,F9 FT,2018-01-31,21:25:00,SES,GTO,4230.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,2,FT,1.0,1.0,2,1,2018,29,2,2,0,2,1,green
49,B1038,F9 FT,2018-02-22,14:17:00,"Hisdesat
exactEarth",SSO,2150.0,"Vandenberg, SLC-4E",1,0,-120.610829,34.632093,True,2,FT,1.0,1.0,3,2,2018,34,11,2,2,2,1,green
50,B1044,F9 B4,2018-03-06,05:33:00,"Hispasat
NovaWurks",GTO,6092.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,1,B4,1.0,1.0,1,3,2018,40,2,0,0,0,1,green
51,B1041,F9 B4,2018-03-30,14:14:00,Iridium Communications,Polar LEO,9600.0,"Vandenberg, SLC-4E",1,0,-120.610829,34.632093,True,2,B4,1.0,1.0,4,3,2018,37,8,0,2,0,1,green
52,B1039,F9 B4,2018-04-02,20:30:00,NASA,LEO,2647.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,2,B4,1.0,1.0,0,4,2018,35,5,0,0,0,1,green
53,B1045,F9 B4,2018-04-18,22:51:00,NASA,HEO for P/2 orbit,362.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,B4,1.0,1.0,2,4,2018,41,3,0,0,0,1,green
54,B1046,F9 B5,2018-05-11,20:14:00,Thales-Alenia / BTRC,GTO,3600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B5,1.0,1.0,4,5,2018,42,2,1,1,1,1,green
55,B1043,F9 B4,2018-05-22,19:47:00,"Iridium Communications
GFZ • NASA",Polar LEO,6460.0,"Vandenberg, SLC-4E",1,0,-120.610829,34.632093,True,2,B4,1.0,1.0,1,5,2018,39,8,0,2,0,1,green
56,B1040,F9 B4,2018-06-04,04:45:00,SES,GTO,5384.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,2,B4,0.0,0.0,0,6,2018,36,2,0,0,0,1,green
57,B1045,F9 B4,2018-06-29,09:42:00,NASA,LEO,2697.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,2,B4,0.0,0.0,4,6,2018,41,5,0,0,0,1,green
58,B1047,F9 B5,2018-07-22,05:50:00,Telesat,GTO,7075.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,B5,1.0,1.0,6,7,2018,43,2,1,0,1,1,green
59,B1048,F9 B5,2018-07-25,11:39:00,Iridium Communications,Polar LEO,9600.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,1,B5,1.0,1.0,2,7,2018,44,8,1,2,1,1,green
60,B1046,F9 B5,2018-08-07,05:18:00,Telkom Indonesia,GTO,5800.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,B5,1.0,1.0,1,8,2018,42,2,1,0,1,1,green
61,B1049,F9 B5,2018-09-10,04:45:00,Telesat,GTO,7060.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,B5,1.0,1.0,0,9,2018,45,2,1,0,1,1,green
62,B1048,F9 B5,2018-10-08,02:22:00,CONAE,SSO,3000.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,2,B5,1.0,1.0,0,10,2018,44,11,1,2,1,1,green
63,B1047,F9 B5,2018-11-15,20:46:00,Es'hailSat,GTO,5300.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,2,B5,1.0,1.0,3,11,2018,43,2,1,1,1,1,green
64,B1046,F9 B5,2018-12-03,18:34:00,Spaceflight Industries,SSO,4000.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,3,B5,1.0,1.0,0,12,2018,42,11,1,2,1,1,green
65,B1050,F9 B5,2018-12-05,18:16:00,NASA,LEO,2500.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,B5,1.0,1.0,2,12,2018,46,5,1,0,1,0,green
66,B1054,F9 B5,2018-12-23,13:51:00,USAF,MEO,4400.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,False,1,B5,0.0,0.0,6,12,2018,49,6,1,0,1,0,green
67,B1049,F9 B5,2019-01-11,15:31:00,Iridium Communications,Polar LEO,9600.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,2,B5,1.0,1.0,4,1,2019,45,8,1,2,1,1,green
68,B1048,F9 B5,2019-02-22,01:45:00,"PSN
SpaceIL / IAI
Air Force Research",GTO,4850.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,3,B5,1.0,1.0,4,2,2019,44,2,1,0,1,1,green
69,B1051,F9 B5,2019-03-02,07:49:00,NASA,LEO,12055.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B5,1.0,1.0,5,3,2019,47,5,1,1,1,1,green
70,B1056,F9 B5,2019-05-04,06:48:00,NASA,LEO,2495.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,B5,1.0,1.0,5,5,2019,50,5,1,0,1,1,green
71,B1049,F9 B5,2019-05-24,02:30:00,SpaceX,LEO,13620.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,B5,1.0,1.0,4,5,2019,45,5,1,0,1,1,green
72,B1051,F9 B5,2019-06-12,14:17:00,Canadian Space Agency,SSO,4200.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,2,B5,1.0,1.0,2,6,2019,47,11,1,2,1,1,green
73,B1056,F9 B5,2019-07-25,22:01:00,NASA,LEO,2268.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,B5,1.0,1.0,3,7,2019,50,5,1,0,1,1,green
74,B1047,F9 B5,2019-08-06,23:23:00,Spacecom,GTO,6500.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,2,B5,0.0,0.0,1,8,2019,43,2,1,0,1,1,green
75,B1048,F9 B5,2019-11-11,14:56:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,4,B5,1.0,1.0,0,11,2019,44,5,1,0,1,1,green
76,B1059,F9 B5,2019-12-05,17:29:00,NASA,LEO,2617.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,B5,1.0,1.0,3,12,2019,52,5,1,0,1,1,green
77,B1056,F9 B5,2019-12-17,00:10:00,Sky Perfect JSATKacific 1,GTO,6956.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,B5,1.0,1.0,1,12,2019,50,2,1,0,1,1,green
78,B1049,F9 B5,2020-01-07,02:19:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,4,B5,1.0,1.0,1,1,2020,45,5,1,0,1,1,green
79,B1046,F9 B5,2020-01-19,15:30:00,NASA,Sub-orbital,12050.0,"Kennedy, LC‑39A",0,0,-80.603956,28.608058,True,4,B5,0.0,0.0,6,1,2020,42,12,1,1,1,1,red
80,B1051,F9 B5,2020-01-29,14:07:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,3,B5,1.0,1.0,2,1,2020,47,5,1,0,1,1,green
81,B1056,F9 B5,2020-02-17,15:05:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,4,B5,1.0,1.0,0,2,2020,50,5,1,0,1,1,green
82,B1059,F9 B5,2020-03-07,04:50:00,NASA,LEO,1977.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,B5,1.0,1.0,5,3,2020,52,5,1,0,1,1,green
83,B1048,F9 B5,2020-03-18,12:16:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,0,-80.603956,28.608058,True,5,B5,1.0,1.0,2,3,2020,44,5,1,1,1,1,green
84,B1051,F9 B5,2020-04-22,19:30:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,4,B5,1.0,1.0,2,4,2020,47,5,1,1,1,1,green
85,B1058,F9 B5,2020-05-30,19:22:00,NASA,LEO,12530.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B5,1.0,1.0,5,5,2020,51,5,1,1,1,1,green
86,B1049,F9 B5,2020-06-04,01:25:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,5,B5,1.0,1.0,3,6,2020,45,5,1,0,1,1,green
87,B1059,F9 B5,2020-06-13,09:21:00,SpaceX,LEO,15410.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,3,B5,1.0,1.0,5,6,2020,52,5,1,0,1,1,green
88,B1060,F9 B5,2020-06-30,20:10:00,U.S. Space Force,MEO,4311.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,B5,1.0,1.0,1,6,2020,53,6,1,0,1,1,green
90,B1051,F9 B5,2020-08-07,05:12:00,SpaceX,LEO,5500.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,5,B5,1.0,1.0,4,8,2020,47,5,1,1,1,1,green
91,B1049,F9 B5,2020-08-18,14:31:00,SpaceX,LEO,15440.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,6,B5,1.0,1.0,1,8,2020,45,5,1,0,1,1,green
92,B1059,F9 B5,2020-08-30,23:18:00,CONAEPlanetIQTyvak,SSO,3130.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,4,B5,1.0,1.0,6,8,2020,52,11,1,0,1,1,green
93,B1060,F9 B5,2020-09-03,12:46:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,2,B5,1.0,1.0,3,9,2020,53,5,1,1,1,1,green
94,B1058,F9 B5,2020-10-06,11:29:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,3,B5,1.0,1.0,1,10,2020,51,5,1,1,1,1,green
95,B1051,F9 B5,2020-10-18,12:25:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,6,B5,1.0,1.0,6,10,2020,47,5,1,1,1,1,green
96,B1060,F9 B5,2020-10-24,15:31:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,3,B5,1.0,1.0,5,10,2020,53,5,1,0,1,1,green
97,B1062,F9 B5,2020-11-05,23:24:00,USSF,MEO,4311.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,1,B5,1.0,1.0,3,11,2020,55,6,1,0,1,1,green
98,B1061,F9 B5,2020-11-16,00:27:00,NASA,LEO,12500.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B5,1.0,1.0,0,11,2020,54,5,1,1,1,1,green
99,B1063,F9 B5,2020-11-21,17:17:00,NASA / NOAA / ESA / EUMETSAT,LEO,1192.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,1,B5,1.0,1.0,5,11,2020,56,5,1,2,1,1,green
100,B1049,F9 B5,2020-11-25,02:13:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,7,B5,1.0,1.0,2,11,2020,45,5,1,0,1,1,green
101,B1058,F9 B5,2020-12-06,16:17:00,NASA,LEO,2972.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,4,B5,1.0,1.0,6,12,2020,51,5,1,1,1,1,green
102,B1051,F9 B5,2020-12-13,17:30:00,Sirius XM,GTO,7000.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,7,B5,1.0,1.0,6,12,2020,47,2,1,0,1,1,green
104,B1060,F9 B5,2021-01-08,02:15:00,Türksat,GTO,3500.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,4,B5,1.0,1.0,4,1,2021,53,2,1,0,1,1,green
105,B1051,F9 B5,2021-01-20,13:02:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,8,B5,1.0,1.0,2,1,2021,47,5,1,1,1,1,green
106,B1058,F9 B5,2021-01-24,15:00:00,Various,SSO,5000.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,5,B5,1.0,1.0,6,1,2021,51,11,1,0,1,1,green
107,B1060,F9 B5,2021-02-04,06:19:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,5,B5,1.0,1.0,3,2,2021,53,5,1,0,1,1,green
108,B1059,F9 B5,2021-02-16,03:59:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,0,-80.577366,28.561857,True,6,B5,1.0,1.0,1,2,2021,52,5,1,0,1,1,green
109,B1049,F9 B5,2021-03-04,08:24:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,8,B5,1.0,1.0,3,3,2021,45,5,1,1,1,1,green
110,B1058,F9 B5,2021-03-11,08:13:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,6,B5,1.0,1.0,3,3,2021,51,5,1,0,1,1,green
111,B1051,F9 B5,2021-03-14,10:01:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,9,B5,1.0,1.0,6,3,2021,47,5,1,1,1,1,green
112,B1060,F9 B5,2021-03-24,08:28:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,6,B5,1.0,1.0,2,3,2021,53,5,1,0,1,1,green
113,B1058,F9 B5,2021-04-07,16:34:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,7,B5,1.0,1.0,2,4,2021,51,5,1,0,1,1,green
114,B1061,F9 B5,2021-04-23,09:49:00,NASA,LEO,13000.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,2,B5,1.0,1.0,4,4,2021,54,5,1,1,1,1,green
115,B1060,F9 B5,2021-04-29,03:44:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,7,B5,1.0,1.0,3,4,2021,53,5,1,0,1,1,green
116,B1049,F9 B5,2021-05-04,19:01:00,SpaceX,LEO,15600.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,9,B5,1.0,1.0,1,5,2021,45,5,1,1,1,1,green
117,B1051,F9 B5,2021-05-09,06:42:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,10,B5,1.0,1.0,6,5,2021,47,5,1,0,1,1,green
118,B1058,F9 B5,2021-05-15,22:56:00,SpaceX,LEO,15440.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,8,B5,1.0,1.0,5,5,2021,51,5,1,1,1,1,green
119,B1063,F9 B5,2021-05-26,18:59:00,SpaceX,LEO,15600.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,B5,1.0,1.0,2,5,2021,56,5,1,0,1,1,green
120,B1067,F9 B5,2021-06-03,17:29:00,NASA,LEO,3328.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B5,1.0,1.0,3,6,2021,57,5,1,1,1,1,green
121,B1061,F9 B5,2021-06-06,04:26:00,Sirius XM,GTO,7000.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,3,B5,1.0,1.0,6,6,2021,54,2,1,0,1,1,green
122,B1062,F9 B5,2021-06-17,16:09:00,USSF,MEO,4331.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,2,B5,1.0,1.0,3,6,2021,55,6,1,0,1,1,green
124,B1061,F9 B5,2021-08-29,07:14:00,NASA,LEO,2200.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,4,B5,1.0,1.0,6,8,2021,54,5,1,1,1,1,green
125,B1049,F9 B5,2021-09-14,03:55:00,SpaceX,LEO,13260.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,10,B5,1.0,1.0,1,9,2021,45,5,1,2,1,1,green
126,B1062,F9 B5,2021-09-16,00:02:00,Jared Isaacman,LEO,12519.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,3,B5,1.0,1.0,3,9,2021,55,5,1,1,1,1,green
127,B1067,F9 B5,2021-11-11,02:03:00,NASA,LEO,13000.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,2,B5,1.0,1.0,3,11,2021,57,5,1,1,1,1,green
128,B1058,F9 B5,2021-11-13,12:19:00,SpaceX,LEO,15635.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,9,B5,1.0,1.0,5,11,2021,51,5,1,0,1,1,green
129,B1063,F9 B5,2021-11-24,06:21:00,NASA,Heliocentric,624.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,3,B5,1.0,1.0,2,11,2021,56,4,1,2,1,1,green
130,B1060,F9 B5,2021-12-02,23:12:00,SpaceX,LEO,14500.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,9,B5,1.0,1.0,3,12,2021,53,5,1,0,1,1,green
131,B1061,F9 B5,2021-12-09,06:00:00,NASA,LEO,325.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,5,B5,1.0,1.0,3,12,2021,54,5,1,1,1,1,green
132,B1051,F9 B5,2021-12-18,12:41:00,SpaceX,LEO,15600.0,"Vandenberg, SLC-4E",1,1,-120.610829,34.632093,True,11,B5,1.0,1.0,5,12,2021,47,5,1,2,1,1,green
133,B1067,F9 B5,2021-12-19,03:58:00,Türksat,GTO,4500.0,"Cape Canaveral, SLC-40",1,1,-80.577366,28.561857,True,3,B5,1.0,1.0,6,12,2021,57,2,1,0,1,1,green
134,B1069,F9 B5,2021-12-21,10:06:00,NASA,LEO,2989.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,1,B5,1.0,1.0,1,12,2021,58,5,1,1,1,1,green
135,B1062,F9 B5,2022-01-06,21:49:00,SpaceX,LEO,14500.0,"Kennedy, LC‑39A",1,1,-80.603956,28.608058,True,4,B5,1.0,1.0,3,1,2022,55,5,1,1,1,1,green
